(Parent) ASIN,(Child) ASIN,Title,Page Views - Total,Page Views - Total - B2B,Page Views Percentage - Total,Page Views Percentage - Total - B2B,Featured Offer (Buy Box) Percentage,Featured Offer (Buy Box) Percentage - B2B,Units Ordered,Units Ordered - B2B,Ordered Product Sales,Ordered Product Sales - B2B,Country
B097W4P38M,B085VKMLGP,"AIIYME All-in-one Bath Set Dog Dryer, 4.3HP/3200W Dog Hair Dryer with Adjustable Airflow Speed and Temperature 95°F-158°F, Pet Grooming Dryer Pro High Velocity Dryer for Dogs",42,0.0,0.0011,0.0,0.0,0.0,0,0.0,0.0,0.0,Canada
B0868WFW5B,B0868SN83Z,3D Bedding Set Chinese Dragon Print Duvet Cover Set Bedclothes with Pillowcase Home Textiles for Children Twin Queen Quilt Cover (US Queen),4,0.0,0.0001,0.0,0.0,0.0,0,0.0,0.0,0.0,Canada
B07QG7R1Q6,B086BWW1MX,"Awonde Swivel Bar Stools with Backs Gold Metal Counter Bar Chairs Set of 2 (24"", White Fur Upholstered Seat)",11,1.0,0.0003,0.0015,0.0,0.0,0,0.0,0.0,0.0,Canada
B0855KFKKV,B086PR3NJ4,"ACRO Storage Bench Wooden Shoe Bench Rustic Solid Wood Entryway Bench (Brown,39.4"")",8,0.0,0.0002,0.0,0.0,0.0,0,0.0,0.0,0.0,Canada
B07BDFS3KZ,B086VPC8SJ,"Vertex Premium Garden Rocker with Cushion, Cover and Pockets | Gardeners Work Seat Stool for Weeding Planting Tool | Made in USA | Model GB1227",95,1.0,0.0025,0.0015,0.0,0.0,0,0.0,0.0,0.0,Canada
B086WP64DX,B086WP64DX,"Ceramic Fiber Insulation Baffle Fire Blanket - 25'x24""x1"" High Density Heat 2400F (1315C), for Stoves, Furnace, Kilns, Fire Bricks, Boilers, Kilns, Blacksmithing, Pizza Ovens - AA Plus Shop",9,1.0,0.0002,0.0015,0.0,0.0,0,0.0,0.0,0.0,Canada
B08X1MGCLD,B0876ZWWMQ,unisky Bike Repair Stand (Max 66LBS) Foldable Bike Stand for Maintenance Portable Height Adjustable Rack with Quick Release Bicycle Mechanics Maintenance Workstand,15,0.0,0.0004,0.0,0.0,0.0,0,0.0,0.0,0.0,Canada
B0B1LJCC6D,B087KXDNX7,"UMEKEN Spinning Static Dance Pole Portable Removable Adjustable 45mm Dancing Pole for Home Exercise Club Party Pub, Dancer Pole for Beginners and Professionals 440lb Weight Capacity",38,0.0,0.001,0.0,0.0,0.0,0,0.0,0.0,0.0,Canada
B0B1LJCC6D,B087LX7PXQ,"UMEKEN Spinning Static Dance Pole Portable Removable Adjustable 45mm Dancing Pole for Home Exercise Club Party Pub, Dancer Pole for Beginners and Professionals 440lb Weight Capacity, Silver",7,0.0,0.0002,0.0,0.0,0.0,0,0.0,0.0,0.0,Canada
B0887SK945,B087MB1BSC,"STRONG CAMEL Outdoor Patio UmbrellaReplacement Lower Pole (33.5''), Lower pole with bullet buckle",480,6.0,0.0129,0.0089,0.0,0.0,0,0.0,0.0,0.0,Canada
B08D679QKJ,B088RBZFFZ,Capulina Tiffany Style Pendant Light Chandeliers 5-Light 26 Inches Wide Cream Brown Vintage Style Stained Glass Hangings Lamp for Dining Room Foyer Kitchen Island,14,0.0,0.0004,0.0,0.0,0.0,0,0.0,0.0,0.0,Canada
B08HYR9FRT,B0899NW3KN,Womens Stylish Diabetic Shoes Extra Wide Widths Walking Edema Sneakers Adjustable Strap Easy On/Off with 3 Pairs Insoles Replacement for Support Swollen Feet Black,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Canada
B08BCSXG5V,B089G336X3,"BEFENG Resistance Bands Set, Skin-Friendly Exercise Yoga Band with 5 Resistance Levels,Workout 1.5M/4.9ft Resistance Band Elastic Rope for Women Men Ideal for Strength Fitness Training Pilates (Pink)",1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Canada
B07WCFL6N7,B089RXJ8T4,KaFu Dangle Natural Wood Teardrop Geometric Lightweight Drop Circle Earrings Stainless Steel Stud Bohemia Retro Earrings for Women Girls (Yellow),1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Canada
B08FBPDDPM,B089SM7X9Q,"BEEFURNI Rectangular Acacia Wood Stool, Small Bench Seat, Small End Table Stool; Bathroom Stool Wood; Plant Stool; Makeup Stool; Perfect Size for Your Living Room, Bathroom, Kitchen, 1-Year Warranty",24,0.0,0.0006,0.0,0.0,0.0,0,0.0,0.0,0.0,Canada
B0BJTK6PD7,B08BCQF5R9,"UPGORILO Mini Pet Waste Station - Includes 600 Dog Poop Bags - Original Glow in the Dark Dog Waste Station and Dog Poop Sign, Triple Storage Dog Poop Bag Dispenser with Hand Sanitizer Bottle",21,5.0,0.0006,0.0074,0.0,0.0,0,0.0,0.0,0.0,Canada
B08HJ3TX9Z,B08BHZJM4F,Worth Garden Ladder Plant Stand 2-Tier Wooden Planter Holder Flower Pot Display Shelf for Home Patio Lawn Garden Balcony - K323A00,4,0.0,0.0001,0.0,0.0,0.0,0,0.0,0.0,0.0,Canada
B07GHT682G,B08C7PGTMY,"sublue WhiteShark Mix Pro Smart Underwater Scooter with Smartphone Case Mount/Camera Mount, 2 Gear Speed Switch, Dual Motor 40M Waterproof for Water Sports Diving & Snorkeling & Sea Adventures",185,1.0,0.005,0.0015,0.0,0.0,0,0.0,0.0,0.0,Canada
B07FKV576S,B08C9VVK94,"Allisandro Waterproof Blanket 78 X 55 Inches for Couch, Chairs, Car, or Bed, Machine Washable Triple Layer Tech Waterproof Furniture Protector with Cute Paw Print for Small Medium Large Dogs and Cats",1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Canada
B08CW32TK8,B08CW32TK8,"Resistance Bands Set, Exercise Workout Bands with Door Anchor, Handles and Legs Ankle Straps - Stackable Up to 100 lbs - for Resistance Training, Muscle Builder, Home Workouts（11pcs）",2,0.0,0.0001,0.0,0.0,0.0,0,0.0,0.0,0.0,Canada
B08D9HLZP8,B08CXMFKQ2,"Wesfital Power Tower Pull Up Bar Dip Station ,Pull Up Bar Dip Stand Multi-Function Workout Station Fitness Exercise Equipment for Men Women Home Gym",8,0.0,0.0002,0.0,0.0,0.0,0,0.0,0.0,0.0,Canada
B08D69T1BP,B08D69T1BP,"Högert Tool Set Tool Box - Tool Set Tool Tools Socket Spanner Set Screwdriver Ratchet - Black/Blue, 1/4 Inch, HT1R462, 38 Pieces",5,0.0,0.0001,0.0,0.0,0.0,0,0.0,0.0,0.0,Canada
B08FJHNSL1,B08FJHNSL1,"Mini Detail Polisher Pads 1 Inch Buffing Pad Kit for Mini Polisher Electric Drill Rotary Tool, 20pcs Polishing Pad Set, Backer Pad and Mini Polishing Cones for Small Areas Polishing.",1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Canada
B08FN3124M,B08FN3124M,bollé unisex-adult Sunglasses Clint By Bolle,10,0.0,0.0003,0.0,0.0,0.0,0,0.0,0.0,0.0,Canada
B08HJ6QQM7,B08HJ6QQM7,"Hero 8 Battery Charger, Seternaly Hero 8 Battery 1500mAh(3-Pack) and 3-Channel Quick Charger for GoPro Hero 8 Black, GoPro Hero 7 Black, GoPro Hero 6 Black",4,0.0,0.0001,0.0,0.0,0.0,0,0.0,0.0,0.0,Canada
B08K9D6XY7,B08HQJH433,"NEAT AquaPad Water Heated Mattress Pad, No Electric Wire, All Digital, 5 YR Warranty, AirQuiet and Dual-Tank Technology, ETL Listed, Smart, Smooth, Hydro Heat Onsu Mat Topper Bed Warmer",13,0.0,0.0003,0.0,0.0,0.0,0,0.0,0.0,0.0,Canada
B07Y23W9Q8,B08HRTN8P4,"ZGR Artificial Grass Rug 4 FT x 6 FT Fake Faux Grass, Indoor Outdoor Patio Garden Lawn Landscape Synthetic Grass Mat, Realistic Turf, 4-Tone/Soft, with Drainage Holes & Rubber Backing/Many Sizes",18,2.0,0.0005,0.003,0.0,0.0,0,0.0,0.0,0.0,Canada
B08K2GBBY1,B08K2GBBY1,"Personal Alarm Keychain Kit, Safe Sound Personal Alarm with LED Lights, Emergency Stainless Steel Whistle for Difficult Situations, 130 dB Safesound Ring Alarm Security Kit – Ideal for Women",5,0.0,0.0001,0.0,0.0,0.0,0,0.0,0.0,0.0,Canada
B09J3TFXZS,B08KGVK4YY,Wayne Dalton Torquemaster Spring - Torquemaster Original / 7 ft high/Between 60-69lbs - Single Spring,22,5.0,0.0006,0.0074,0.0,0.0,0,0.0,0.0,0.0,Canada
B08KWK47XF,B08KWK47XF,"ProOne Pair 9-inch Replacement Filter for ProOne Big+ Countertop Gravity Water Filter System - Removes Fluoride, Lead, Chlorine, Microplastics, and More",30,0.0,0.0008,0.0,0.0,0.0,0,0.0,0.0,0.0,Canada
B08KWK5Y8F,B08KWK5Y8F,"ProOne Pair of 7-inch Replacement Filter for ProOne Big+ Countertop Gravity Water Filter System - Removes Fluoride, Lead, Chlorine, Microplastics, and More",60,0.0,0.0016,0.0,0.0,0.0,0,0.0,0.0,0.0,Canada
B08QNHY3CW,B08L4YF8F9,Roman Tub Faucet Brushed Gold Three Holes with Waterfall Tub Spout Filler with Hand Shower High Flow,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Canada
B08LQSQGYG,B08LQSQGYG,"12"" Pizza Box Bundle of 50 - Premium Plain White Corrugated Cardboard Take Out Delivery Container",11,4.0,0.0003,0.0059,0.0,0.0,0,0.0,0.0,0.0,Canada
B08MW7G3SQ,B08MW7G3SQ,FFYHO St. Patrick's Day Oven Mitts & Pot Holders 2pcs Cute Corgi Dog Kitchen Heat Resistant Non-Slip Potholders Set for Women Cooking Baking BBQ,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Canada
B08PPC9L3W,B08N9P17C9,"Natural Expressions 5 Piece Wicker Patio Sectional Furniture Sets Rattan Sofa Outdoor,All Weather Conversation Couch with Tempered Glass Coffee Table and Cushions,Garden Poolside,Backyard Porch",11,0.0,0.0003,0.0,0.0,0.0,0,0.0,0.0,0.0,Canada
B08NTD1GB3,B08NTD1GB3,"Heating Pad XL King Size by ZXU - Extra Large 12” x 24” - Ultra-Soft Heated Pad with Moist & Dry Heat Therapy Options & Auto Shut-Off - for Neck, Back, Shoulder, Menstrual Pain & Sore Muscle Relief",7,0.0,0.0002,0.0,0.0,0.0,0,0.0,0.0,0.0,Canada
B08NWM3ZKB,B08NWM3ZKB,POWERFUL SearPro Charcoal Torch Lighter - Cooking Gadgets - Sous Vide - Cooking Torch - Culinary Kitchen Torch - Flamethrower Meater Gun Lighter - BBQ Propane Torch - Chef Blow Torch Tank Not Included,43,0.0,0.0012,0.0,0.0,0.0,0,0.0,0.0,0.0,Canada
B098KCSW1Y,B08QSBZP5X,"Calyptus 30% Pure Super Concentrated Vinegar | Dilutes to 6 Gallons | 6x Power Vinegar | Industrial Use, 1 Gallon",13,0.0,0.0003,0.0,0.0,0.0,0,0.0,0.0,0.0,Canada
B08R5Y24B2,B08R5Y24B2,Cymbiotika Liposomal Sulforaphane Matrix,79,0.0,0.0021,0.0,0.0,0.0,0,0.0,0.0,0.0,Canada
B092W9JHQB,B08R7LHY5L,"Wimarsbon Console Table Narrow Modern Open Hallway Table for Entryway, Sofa Table, Slim Accent Porch Table, Couch Side Table with Golden Metal Frame,Easy Assembly,Minimalist Style (Glass Top)",9,0.0,0.0002,0.0,0.0,0.0,0,0.0,0.0,0.0,Canada
B08WLG8JQP,B08R8C52TT,"Kocent 100PACK Cedar Lighter  for Cigars,Spanish Cedar Wood Veneer Lumber Strip Chip, Cigar Lighting and Pipe Smoking Assessories A Great Way to Divide or Light Up Cigars.",10,0.0,0.0003,0.0,0.0,0.0,0,0.0,0.0,0.0,Canada
B0912FS62H,B08RYDN3RV,"51 Gallon Patio Medium Deck Box Lightweight Outdoor Stroage Box Weather Resistant Garden Stroage Container for Patio Furniture Cushions, Pillows, Garden Tools and Pool Toys",10,0.0,0.0003,0.0,0.0,0.0,0,0.0,0.0,0.0,Canada
B07NCYV6QY,B08T5LVC8B,60W Moving Head Lights 6 IN1 DMX-512 16/18 Channels Stage Lighting Sound Activated Spotlight RGBW+Amber+UV for Party KTV Pub Bar Disco Dj Show Wedding Ceremony (60W+LED-2Pack),47,0.0,0.0013,0.0,0.0,0.0,0,0.0,0.0,0.0,Canada
B08BL3R83V,B08T5WBGM6,"NAIZEA Folding Camping Cots for Adults, Folding Cot with Mattress Camping Bed Camp Cot Portable Military Cot, Double Layer Oxford Strong Heavy Duty Sleeping Cots with Carry Bag for Camp Office Use",530,6.0,0.0142,0.0089,0.0,0.0,0,0.0,0.0,0.0,Canada
B07Z269TKS,B08TMQ9QQ8,"Outdoor Solar String Lights, 2 Pack 33FT 100LED Solar Powered Fairy Lights Cool White,Waterproof 8 Modes Solar Copper Wire Fairy Lights for Xmas, Patio, Yard, Tree, Garden, Wedding, Party, Lawn",1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Canada
B08V922J6Q,B08V922J6Q,Qukrot Skin Scrubber - Sold Out,21,0.0,0.0006,0.0,0.0,0.0,0,0.0,0.0,0.0,Canada
B08VWCZ9H8,B08VWCZ9H8,"KingTool 325 Piece Home Repair Tool Kit, General Home/Auto Repair Tool Set, Toolbox Storage Case with Drawer, General Household Tool Kit - Perfect for Homeowner, Diyer, Handyman",1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Canada
B08W2RRX48,B08W2RRX48,"Night Owl Helmet Light Kit with 10pc GoPro Compatible Mount System, Powerful 3000 Lumen LED Riding Light Mount-Anywhere Motorcycle, Bicycle, Ski, Snowmobile, Dirt Bike & More - USA Based",23,0.0,0.0006,0.0,0.0,0.0,0,0.0,0.0,0.0,Canada
B08W5D7P5K,B08W5D7P5K,"S-32 Spot Stain Remover, Safely Removes Stubborn Spots and Stains, Commercial Use, Household Needs, 15.2 Ounces, 12 Bottles,1 Case",1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Canada
B01MCT18XP,B08WL1YVSV,"Purina Litter Tidy Cat Breeze Pellets, 3.5 lb, New 4 - Pack",33,0.0,0.0009,0.0,0.0,0.0,0,0.0,0.0,0.0,Canada
B0921X6WBF,B08WRDNCMD,"Mopio Ensley Mid Century Modern Set of 2 Nightstand/Side Table/End Table with Wood Slat Drawer Storage for Living Room and Bedroom, Walnut Grain",64,1.0,0.0017,0.0015,0.0,0.0,0,0.0,0.0,0.0,Canada
B08XM14X8W,B08XM14X8W,Touch of Down Pillow King Found in Holiday Inn Express by IHG Hotels Set of 2,36,0.0,0.001,0.0,0.0,0.0,0,0.0,0.0,0.0,Canada
B08ZD9L268,B08YJSH185,Firefly Regular 3 Pack - Fire Starter Accessory for Swiss Army Victorinox Knives (Neon Green-Yellow Glow),58,2.0,0.0016,0.003,0.0,0.0,0,0.0,0.0,0.0,Canada
B08YJSH185,B08YJSH185,Firefly Regular 3 Pack - Fire Starter Accessory for Swiss Army Victorinox Knives (Neon Green-Yellow Glow),12,0.0,0.0003,0.0,0.0,0.0,0,0.0,0.0,0.0,Canada
B093YFSQHG,B08YNJW1J8,H157in Long Chandeliers for Living Room High Ceiling Raindrop Crystal Lights Pendants Chandelier for Entryrway Foyer Chandeliers Lighting Fixture Light 20-Lights LED Light Bulbs Included,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Canada
B08YV5WDS2,B08YV5WDS2,"Equalizer Industries Equalizer Viper Deluxe Kit, Windshield Cord and Wire Cut Out Removal Tool, Car Quarter Glass Removal.",58,1.0,0.0016,0.0015,0.0,0.0,0,0.0,0.0,0.0,Canada
B092CRRR7M,B08YW6KCTW,"AREIA Space Computer Chair Mat (47” x 47”), Noise Cancelling Gaming Chair Mat – Anti-Slip Gaming Floor Mat – Scratch Resistant Mat for Office Chair – Octagon Computer Chair Mat for Hardwood Floor",4,0.0,0.0001,0.0,0.0,0.0,0,0.0,0.0,0.0,Canada
B0986GNPW9,B091FDHQ4N,"Raised Garden Bed, Galvanized Raised Garden Beds Outdoor for Vegetables Flowers Herbs, Steel Planter Box with Metal Fix Stakes Raised Garden Bed Kit with 2Pcs Tomato Cage and 1Pc Gloves, Brown 8×4×1FT",272,11.0,0.0073,0.0163,0.0,0.0,0,0.0,0.0,0.0,Canada
B091KRYPFV,B091KRYPFV,"Biometric Fingerprint Safe, Slide-Away Handgun Safe for Two Pistols Storage Safe Drawer Safe for Home and Vehicle (Biometric Fringerprint Safe)",45,1.0,0.0012,0.0015,0.0,0.0,0,0.0,0.0,0.0,Canada
B096QMDMG3,B092LSRC2M,AguaStella AS1514XGB Gunmetal Black Bar Sink with Glass Rinser Stainless Steel Undermount Prep Kitchen Sink 23-1/4 x 14 Inches Single Bowl,29,4.0,0.0008,0.0059,0.0,0.0,0,0.0,0.0,0.0,Canada
B09334MJWX,B09334MJWX,"Solar Security Camera Outdoor, Ctronics Wireless WIFI 360°PTZ Security Camera, 15000mAh Battery-Powered Home Camera Surveillance with Spotlight Color Night Vision, AI Human Detection, 2-Way Audio,IP66",24,0.0,0.0006,0.0,0.0,0.0,0,0.0,0.0,0.0,Canada
B093BHX7B6,B093BHX7B6,4-Stroke Commercial Engine Gasoline Water Pump 7.5 HP 3 Inch Portable Gas-Powered Water Transfer Pump 60m3/h 210CC Engine Water Pump Flood Landscaping or Gardening Irrigation,130,1.0,0.0035,0.0015,0.0,0.0,0,0.0,0.0,0.0,Canada
B093FC9L21,B093FC9L21,"2HP Gasoline Water Pump,43CC 1 Inch(25mm) Air-cooled Water Pump,2 Stroke Engine Water Transfer Pump High Pressure for Landscaping Gardening Lawn Irrigation Pool Home",209,4.0,0.0056,0.0059,0.0,0.0,0,0.0,0.0,0.0,Canada
B0BWYJ2V5R,B093GP3F56,"MARVOWARE Heavy Duty Wood Splitter, Cast Iron Manual Log Splitter, No Sharp Edge, Firewood Splitter, Enhanced Structure and Weight, Kindling Splitter, Wood Splitter",58,0.0,0.0016,0.0,0.0,0.0,0,0.0,0.0,0.0,Canada
B093WDR452,B093WDR452,"Interactive Tug of War Dog Chew Toy Outdoor w/Molar Bite Squeaky Toys Ball and Stake, w/Teeth Cleaning and Food Distribution Functions, Pet Aggressive Chewers Molar Bite Squeaky Ball Puzzle Toys",4,0.0,0.0001,0.0,0.0,0.0,0,0.0,0.0,0.0,Canada
B094169CPN,B094169CPN,SpeedyPress Digital Steam Press 100HD | Premium Extra Large 40 Inch Iron Press Machine | Easy to Use Clothes Steamer With Multiple Steam and Temperature Settings,46,2.0,0.0012,0.003,0.0,0.0,0,0.0,0.0,0.0,Canada
B0B4DQ2HGC,B094CNK6F2,MC Canvas Tent Bell Tent Yurt with Stove Jack Zipped Removable Floor for Glamping Truck Car Camping,9,1.0,0.0002,0.0015,0.0,0.0,0,0.0,0.0,0.0,Canada
B094XFFSLH,B094XFFSLH,"gofanco Prophecy HDMI EDID Emulator Passthrough Adapter – 1920x1080 @60Hz Default Resolution, Headless Function, HDMI 1.4, YCbCr, RGB, HDMI Bus-Powered (PRO-EDID1080)",9,2.0,0.0002,0.003,0.0,0.0,0,0.0,0.0,0.0,Canada
B09CMS5H34,B0956SKCYG,"Knife Set With Block, KNIFAST Full Tang 17-Pieces Kitchen Knife Set With Block Wooden German Stainless Steel Cutlery With Knife Sharpener & 6 Steak Knives (Red)",32,1.0,0.0009,0.0015,0.0,0.0,0,0.0,0.0,0.0,Canada
B095TPBHZ7,B095TPBHZ7,"Inline Speed Racing Skates, High Performance Outdoor Roller Skates for Men, JEUWITH 3-Wheel Fitness Inline Skates for Adult and Youth",114,1.0,0.0031,0.0015,0.0,0.0,0,0.0,0.0,0.0,Canada
B0982DS5CZ,B096JXPT94,"ARIAMOTION Pendant Lights Kitchen Island 3 Pack Glass Blown Lighting Globe Seeded Blue 7"" Diam",44,0.0,0.0012,0.0,0.0,0.0,0,0.0,0.0,0.0,Canada
B0B6RS1PBN,B096V674GL,"HAILONG 36V 8Ah 12AH 48V 10AH ebike Battery, 36 Volt Electric Bike Scooter Lithium Battery with Waterproof Case, 2A Charger and BMS for 250W 500W 600W Motor, 14.5in*3.54in*4.5in",437,3.0,0.0117,0.0044,0.0,0.0,0,0.0,0.0,0.0,Canada
B09779CNLX,B09779CNLX,Gamoora Rustic Wood Wall Clock - Size 16” w/ Metal Frame & Non-Ticking Silent Dial - Creative Irregular Decor - for Living Room Bedroom & Office - Rustic Farmhouse Retro Industrial Decorations,10,1.0,0.0003,0.0015,0.0,0.0,0,0.0,0.0,0.0,Canada
B0BXBH41SM,B097CB26J6,"TOPKITCH Commercial Deep Fryer Stainless Steel Dual Tank Electric Deep Fryer with 2 Baskets Capacity 2 X 10L Electric Countertop Fryer for Restaurant and Home Use, 120V 3600W",19,2.0,0.0005,0.003,0.0,0.0,0,0.0,0.0,0.0,Canada
B097CKSDFM,B097CKSDFM,"GLOWMAX, Bird Deterrent Device, Repels Geese and Ducks from Lawns, Commercial Properties, Set of 1",232,2.0,0.0062,0.003,0.0,0.0,0,0.0,0.0,0.0,Canada
B09NS948QR,B097G9ZG55,"iJINGUR Metal Storage Cabinet with Locking Doors and 2 Adjustable Shelves, Small Lockable Steel Storage Cabinets for Garage Home Office Basement Pantry Classroom and Workshop (White)",39,6.0,0.001,0.0089,0.0,0.0,0,0.0,0.0,0.0,Canada
B097H15MX3,B097H15MX3,ER11 Collet Adapter with collets for Milwaukee M12 polisher/sander,28,0.0,0.0008,0.0,0.0,0.0,0,0.0,0.0,0.0,Canada
B09C4PGCVD,B097YBGXNB,Hog Ring Pliers Kit Fencing Manual Plier Staple Gun With 2500pcs C7 Hog Rings C-type Clip Fastening Clamp Installation Equipment Tool for Animal Wire Fence Birdcage Mattresses Car Cushions,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Canada
B0988TDVTW,B0988TDVTW,AGM Global Vision thermal monocular Taipan TM10-256 Thermal Imaging Monocular for hunting 256x192 (25 Hz) Monocular for adults high powered thermal imager heat vision Infrared monocular thermal vision,18,0.0,0.0005,0.0,0.0,0.0,0,0.0,0.0,0.0,Canada
B09BJWZ9RJ,B098CCJW56,"Legend Stainless Steel 5-Ply Copper Core | 14-Piece Cookware Set | Professional Home Chef Grade Clad Pots and Pans Sets | All Surface, Induction & Oven Safe | Premium Cooking Gifts for Men & Women",18,0.0,0.0005,0.0,0.0,0.0,0,0.0,0.0,0.0,Canada
B09C518P4H,B099ZPKQGL,"Round Base Heavy Duty Hanging Stand - Powder Coated Hammock Stand for Hammock Chair, Indoor and Outdoor (White)",31,0.0,0.0008,0.0,0.0,0.0,0,0.0,0.0,0.0,Canada
B09SLR9BGR,B09B17ZJ1B,"Vego Garden Raised Garden Bed Kits, 17"" Tall 6 in 1 Modular Metal Raised Planter Bed for Vegetables Flowers Patio Ground Planter Box-Pearl White",74,0.0,0.002,0.0,0.0,0.0,0,0.0,0.0,0.0,Canada
B09JW19YSM,B09B2HT1W4,"YISDESIGN 39"" Wood Linear Pendant Light LED Dimmable Hanging Light Fixture Wood Linear Dinning Room Light Island Lights 24w for Dining Room Kitchen Island Bar Walnut Color",131,6.0,0.0035,0.0089,0.0,0.0,0,0.0,0.0,0.0,Canada
B09B3FJHHT,B09B3FJHHT,"LEMBERI Video Game Chairs with footrest,Gamer Chair for Adults,Big and Tall Gaming Chair 400lb Capacity,Gaming Chairs for Teens,Racing Style Gaming Computer Chair with Headrest and Lumbar Support",1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Canada
B09CV5PWMJ,B09BL42LX3,"2500W Solar Street Light, 180000 Lumens Dusk to Dawn Solar Outdoor Lights Motion Sensor Waterproof IP67 6500K Security Solar Flood Light for Yard, Garage, Garden",12,0.0,0.0003,0.0,0.0,0.0,0,0.0,0.0,0.0,Canada
B09BRDHG81,B09BRDHG81,"gardmusic Adjustable Kettlebell (20lbs) - Black With White and Red – Weight Set For Men and Women Strength Training Exercise, Kettlebells Perfect Assistance for Home, Office, Gym Fitness",1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Canada
B09JW19YSM,B09C1XK7ML,"YISDESIGN 39"" LED Linear Pendant Light Dimmable Hanging Light Fixture Wood Kitchen Island Lights 24w for Dining Room Study Room Office Living Room Natural-European Beech Wood",36,0.0,0.001,0.0,0.0,0.0,0,0.0,0.0,0.0,Canada
B09941KC3D,B09C7JFTWW,"ivinta Narrow Glass Console Table with Storage Modern Sofa Table Entryway Table Glass Writing Desk Small Computer Desk TV Table Buffet Table Modern Accent Table for Small Space (Gray, 39.4)",98,3.0,0.0026,0.0044,0.0,0.0,0,0.0,0.0,0.0,Canada
B0BK8GJP2Y,B09CTBX9JV,"Tapha Tools Adjustable Digital Torque Wrench 12.5-250.7 ft-lbs (17-340 N-m) Torque Range, 10-41 mm Adjustable Jaw, LED and Buzzer Notification, Preset Memory, ISO 6789 Tested and Calibrated",1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Canada
B09K2MJW5Z,B09CZ22RCG,H78 12-Light Crystal Staircase Chandelier Bubble Chandelier Foyer Chandeliers Entryway High Ceiling Bubble Light Chandelier Large Chandeliers for High Ceilings Spiral Chandeliers for High Ceilings,36,0.0,0.001,0.0,0.0,0.0,0,0.0,0.0,0.0,Canada
B09D37QQ4V,B09D37QQ4V,"HOROW Luxury Smart Toilet, Upgraded Bidet Toilet, Modern Toilet with Bidet Built-in, Tankless Toilet with Automatic Powerful Flush, Auto Open/close Lid, Heated Bidet Seat, Instant Warm Water",46,0.0,0.0012,0.0,0.0,0.0,0,0.0,0.0,0.0,Canada
B0C8BLRVGW,B09D37QQ4V,"HOROW Luxury Smart Toilet, Upgraded Bidet Toilet, Modern Toilet with Bidet Built-in, Tankless Toilet with Automatic Powerful Flush, Auto Open/close Lid, Heated Bidet Seat, Instant Warm Water",26,0.0,0.0007,0.0,0.0,0.0,0,0.0,0.0,0.0,Canada
B0799734T4,B09DQ4H21R,Jameson Guitars Full Size Thinline Acoustic Electric Guitar with Free Gig Bag Case & Picks Sunburst Left Handed,2,0.0,0.0001,0.0,0.0,0.0,0,0.0,0.0,0.0,Canada
B09JWCD6LQ,B09DRJTCS9,"Long Range Binoculars High Power Binoculars Stargazing Binoculars for Adults 30-260X, Waterproof Telescope, Low-Light Night Vision for Bird Watching Hunting Hiking Outdoor Sport Travel",80,3.0,0.0021,0.0044,0.0,0.0,0,0.0,0.0,0.0,Canada
B09M7PN49Q,B09FG2ZTXK,"6FT LED Lighted Willow Tree Outdoor, Color Changing Willow Tree Lights with Remote, Weeping Willow Christmas Tree Colorful Green Pink for Christmas Party Wedding Holiday Patio Front Door Decoration",65,1.0,0.0017,0.0015,0.0,0.0,0,0.0,0.0,0.0,Canada
B09FSLBWQV,B09FSLBWQV,"RAKUNI Compatible Toner Cartridge Replacement for Lexmark C2325dw MC2325adw C2325 C2425dw MC2425adw C2535dw MC2535adwe MC2640adwe C231HK0 C231HC0 C231HM0 C231HY0 (High Yeild, 4-Pack)",4,1.0,0.0001,0.0015,0.0,0.0,0,0.0,0.0,0.0,Canada
B09G5VVVGW,B09G5VVVGW,"Men's Active Recovery Hydro-Gel Moisturizer + Hyaluronic Acid + Niacinamide + Squalane, Cooling, Ultra Light - 75ML - 100 Day Supply - Essential Moisturizer by Geologie",2,0.0,0.0001,0.0,0.0,0.0,0,0.0,0.0,0.0,Canada
B09LMR3PHS,B09G9TTH57,26 Feet Tree Pole Pruner Manual Branches Trimmer Tree Branch Garden Tools Loppers Hand Pole Saws Extendable Height Adustable System for Sawing and Shearing,139,1.0,0.0037,0.0015,0.0,0.0,0,0.0,0.0,0.0,Canada
